unit_id,build_date,production_line,shift,test_station,firmware_version,heart_rate_error_bpm,response_time_seconds,signal_quality_score,test_status,defect_category,rework_required
WHRM-00563,2026-07-07,Line B,Evening,TS-03,FW-SIM-0.2,0.1,4.45,95.1,Pass,None,No
WHRM-00564,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,3.29,4.24,85.2,Pass,None,No
WHRM-00565,2026-07-07,Line B,Evening,TS-01,FW-SIM-0.2,3.6,3.63,76.5,Fail,Low signal quality,No
WHRM-00566,2026-07-07,Line A,Day,TS-03,FW-SIM-0.2,3.48,3.88,97.8,Pass,None,No
WHRM-00567,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,3.58,4.47,96.7,Pass,None,No
WHRM-00568,2026-07-07,Line C,Day,TS-03,FW-SIM-0.2,2.13,3.84,84.3,Pass,None,No
WHRM-00569,2026-07-07,Line A,Day,TS-03,FW-SIM-0.2,3.79,4.46,82.9,Fail,Assembly defect,No
WHRM-00570,2026-07-07,Line A,Evening,TS-02,FW-SIM-0.2,5.34,3.5,100.0,Fail,High heart-rate error,Yes
WHRM-00571,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,1.7,4.03,94.8,Pass,None,No
WHRM-00572,2026-07-07,Line B,Day,TS-02,FW-SIM-0.2,3.61,3.98,91.0,Pass,None,No
WHRM-00573,2026-07-07,Line A,Day,TS-03,FW-SIM-0.2,1.92,4.54,88.6,Pass,None,No
WHRM-00574,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,5.35,4.52,91.3,Fail,High heart-rate error,No
WHRM-00575,2026-07-07,Line B,Day,TS-02,FW-SIM-0.2,3.35,5.0,89.5,Fail,Slow response time,No
WHRM-00576,2026-07-07,Line C,Day,TS-02,FW-SIM-0.2,2.31,5.38,94.8,Fail,Slow response time,No
WHRM-00577,2026-07-07,Line A,Evening,TS-01,FW-SIM-0.2,1.62,4.34,82.2,Pass,None,No
WHRM-00578,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,4.65,4.49,92.9,Pass,None,No
WHRM-00579,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,2.04,4.87,95.6,Pass,None,No
WHRM-00580,2026-07-07,Line B,Evening,TS-02,FW-SIM-0.2,3.3,5.03,91.1,Fail,Slow response time,Yes
WHRM-00581,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,3.26,4.31,83.6,Pass,None,No
WHRM-00582,2026-07-07,Line B,Day,TS-02,FW-SIM-0.2,5.89,4.04,85.2,Fail,High heart-rate error,Yes
WHRM-00583,2026-07-07,Line C,Day,TS-03,FW-SIM-0.2,2.13,3.86,91.3,Pass,None,No
WHRM-00584,2026-07-07,Line C,Day,TS-02,FW-SIM-0.2,3.18,3.68,100.0,Pass,None,No
WHRM-00585,2026-07-07,Line C,Day,TS-02,FW-SIM-0.2,3.05,4.02,89.6,Pass,None,No
WHRM-00586,2026-07-07,Line B,Day,TS-03,FW-SIM-0.2,1.59,4.2,88.6,Pass,None,No
WHRM-00587,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,1.34,4.08,93.6,Pass,None,No
WHRM-00588,2026-07-07,Line C,Evening,TS-01,FW-SIM-0.2,0.1,5.09,88.6,Fail,Slow response time,No
WHRM-00589,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,0.77,4.42,93.7,Pass,None,No
WHRM-00590,2026-07-07,Line B,Day,TS-02,FW-SIM-0.2,4.66,3.86,88.3,Pass,None,No
WHRM-00591,2026-07-07,Line A,Evening,TS-03,FW-SIM-0.2,0.61,4.8,87.9,Pass,None,No
WHRM-00592,2026-07-07,Line C,Evening,TS-02,FW-SIM-0.2,2.52,4.83,84.7,Fail,Assembly defect,No
WHRM-00593,2026-07-07,Line A,Day,TS-03,FW-SIM-0.2,3.94,3.79,85.3,Pass,None,No
WHRM-00594,2026-07-07,Line A,Day,TS-01,FW-SIM-0.2,4.91,4.5,93.5,Pass,None,No
WHRM-00595,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,2.87,4.8,80.9,Fail,Low signal quality,Yes
WHRM-00596,2026-07-07,Line C,Evening,TS-02,FW-SIM-0.2,2.5,4.4,98.4,Pass,None,No
WHRM-00597,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,4.38,4.7,89.1,Pass,None,No
WHRM-00598,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,4.35,3.83,97.2,Pass,None,No
WHRM-00599,2026-07-07,Line C,Day,TS-02,FW-SIM-0.2,0.45,3.66,86.4,Pass,None,No
WHRM-00600,2026-07-07,Line A,Evening,TS-01,FW-SIM-0.2,0.97,4.44,92.4,Pass,None,No
WHRM-00601,2026-07-07,Line A,Evening,TS-01,FW-SIM-0.2,2.66,4.97,97.4,Pass,None,No
WHRM-00602,2026-07-07,Line B,Day,TS-02,FW-SIM-0.2,2.09,4.6,94.1,Pass,None,No
WHRM-00603,2026-07-07,Line A,Evening,TS-02,FW-SIM-0.2,0.48,5.58,94.6,Fail,Cosmetic defect,Yes
WHRM-00604,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,0.27,4.2,90.0,Pass,None,No
WHRM-00605,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,2.38,4.16,94.0,Pass,None,No
WHRM-00606,2026-07-07,Line A,Evening,TS-02,FW-SIM-0.2,3.96,4.09,100.0,Pass,None,No
WHRM-00607,2026-07-07,Line C,Day,TS-03,FW-SIM-0.2,2.35,4.51,88.8,Pass,None,No
WHRM-00608,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,4.05,3.49,88.1,Pass,None,No
WHRM-00609,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,3.16,3.71,89.5,Pass,None,No
WHRM-00610,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,5.02,3.25,85.4,Fail,High heart-rate error,Yes
WHRM-00611,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,3.33,5.09,85.7,Fail,Slow response time,No
WHRM-00612,2026-07-07,Line A,Evening,TS-01,FW-SIM-0.2,3.35,4.93,87.0,Pass,None,No
WHRM-00613,2026-07-07,Line C,Day,TS-03,FW-SIM-0.2,1.96,3.52,84.0,Pass,None,No
WHRM-00614,2026-07-07,Line C,Day,TS-02,FW-SIM-0.2,2.4,4.07,72.8,Fail,Low signal quality,Yes
WHRM-00615,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,2.68,3.81,90.0,Pass,None,No
WHRM-00616,2026-07-07,Line C,Day,TS-01,FW-SIM-0.2,2.57,4.34,84.5,Pass,None,No
WHRM-00617,2026-07-07,Line B,Evening,TS-01,FW-SIM-0.2,3.37,3.87,96.7,Pass,None,No
WHRM-00618,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,0.22,4.14,97.5,Pass,None,No
WHRM-00619,2026-07-07,Line B,Day,TS-01,FW-SIM-0.2,2.52,5.25,93.2,Fail,Slow response time,Yes
WHRM-00620,2026-07-07,Line A,Day,TS-01,FW-SIM-0.2,0.24,4.46,84.9,Pass,None,No
WHRM-00621,2026-07-07,Line B,Day,TS-03,FW-SIM-0.2,2.64,3.57,89.5,Pass,None,No
WHRM-00622,2026-07-07,Line A,Day,TS-02,FW-SIM-0.2,4.81,4.32,94.4,Pass,None,No
WHRM-00623,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,0.26,3.87,94.9,Pass,None,No
WHRM-00624,2026-07-08,Line B,Evening,TS-03,FW-SIM-0.2,3.36,4.5,94.9,Pass,None,No
WHRM-00625,2026-07-08,Line C,Evening,TS-01,FW-SIM-0.2,2.59,3.61,95.0,Pass,None,No
WHRM-00626,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,3.84,3.58,82.9,Pass,None,No
WHRM-00627,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,4.34,4.17,87.3,Pass,None,No
WHRM-00628,2026-07-08,Line C,Day,TS-01,FW-SIM-0.2,2.05,3.94,93.7,Pass,None,No
WHRM-00629,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,2.44,4.53,91.2,Pass,None,No
WHRM-00630,2026-07-08,Line C,Evening,TS-01,FW-SIM-0.2,2.14,4.53,87.3,Pass,None,No
WHRM-00631,2026-07-08,Line C,Day,TS-02,FW-SIM-0.2,3.03,4.57,94.9,Pass,None,No
WHRM-00632,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,2.23,5.5,89.0,Fail,Slow response time,Yes
WHRM-00633,2026-07-08,Line A,Evening,TS-02,FW-SIM-0.2,0.12,3.95,100.0,Fail,Cosmetic defect,Yes
WHRM-00634,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,4.07,5.11,92.3,Fail,Slow response time,Yes
WHRM-00635,2026-07-08,Line B,Evening,TS-03,FW-SIM-0.2,3.02,5.16,91.1,Fail,Slow response time,No
WHRM-00636,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,3.16,4.93,95.3,Pass,None,No
WHRM-00637,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,3.66,3.68,95.5,Pass,None,No
WHRM-00638,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,5.03,5.21,79.6,Fail,High heart-rate error,Yes
WHRM-00639,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,2.46,4.52,96.3,Pass,None,No
WHRM-00640,2026-07-08,Line C,Day,TS-01,FW-SIM-0.2,2.93,5.14,88.9,Fail,Slow response time,Yes
WHRM-00641,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,1.68,3.39,93.6,Pass,None,No
WHRM-00642,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,0.27,4.08,92.2,Pass,None,No
WHRM-00643,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,1.18,4.02,74.3,Fail,Low signal quality,Yes
WHRM-00644,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,1.78,4.36,86.6,Pass,None,No
WHRM-00645,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,4.77,4.97,92.4,Pass,None,No
WHRM-00646,2026-07-08,Line B,Evening,TS-01,FW-SIM-0.2,2.46,3.65,93.7,Pass,None,No
WHRM-00647,2026-07-08,Line C,Day,TS-02,FW-SIM-0.2,3.55,4.85,95.9,Pass,None,No
WHRM-00648,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,3.03,3.56,83.6,Pass,None,No
WHRM-00649,2026-07-08,Line B,Evening,TS-01,FW-SIM-0.2,1.75,3.91,86.7,Pass,None,No
WHRM-00650,2026-07-08,Line C,Day,TS-02,FW-SIM-0.2,0.29,4.3,87.3,Pass,None,No
WHRM-00651,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,1.94,4.39,88.5,Pass,None,No
WHRM-00652,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,1.9,3.69,83.6,Pass,None,No
WHRM-00653,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,1.33,4.23,96.9,Pass,None,No
WHRM-00654,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,2.86,3.41,93.4,Pass,None,No
WHRM-00655,2026-07-08,Line A,Day,TS-02,FW-SIM-0.2,2.78,3.45,86.2,Pass,None,No
WHRM-00656,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,3.85,5.13,88.1,Fail,Slow response time,Yes
WHRM-00657,2026-07-08,Line B,Evening,TS-03,FW-SIM-0.2,2.92,5.01,86.8,Fail,Slow response time,Yes
WHRM-00658,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,2.96,3.47,93.3,Pass,None,No
WHRM-00659,2026-07-08,Line C,Evening,TS-02,FW-SIM-0.2,1.42,4.6,90.0,Pass,None,No
WHRM-00660,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,2.62,4.6,87.7,Pass,None,No
WHRM-00661,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,1.62,3.56,87.6,Pass,None,No
WHRM-00662,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,3.15,4.65,92.2,Pass,None,No
WHRM-00663,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,0.1,5.24,96.8,Fail,Slow response time,Yes
WHRM-00664,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,4.56,5.13,91.0,Fail,Slow response time,Yes
WHRM-00665,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,3.37,4.01,86.8,Pass,None,No
WHRM-00666,2026-07-08,Line C,Day,TS-01,FW-SIM-0.2,3.12,5.17,90.6,Fail,Slow response time,Yes
WHRM-00667,2026-07-08,Line A,Day,TS-02,FW-SIM-0.2,3.21,4.36,94.5,Pass,None,No
WHRM-00668,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,2.57,4.84,89.8,Pass,None,No
WHRM-00669,2026-07-08,Line A,Day,TS-02,FW-SIM-0.2,0.1,4.7,95.9,Pass,None,No
WHRM-00670,2026-07-08,Line B,Evening,TS-01,FW-SIM-0.2,3.33,4.15,82.5,Pass,None,No
WHRM-00671,2026-07-08,Line A,Evening,TS-02,FW-SIM-0.2,1.78,4.23,90.8,Pass,None,No
WHRM-00672,2026-07-08,Line C,Evening,TS-01,FW-SIM-0.2,1.81,4.03,88.7,Pass,None,No
WHRM-00673,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,3.66,4.46,90.9,Pass,None,No
WHRM-00674,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,1.8,4.15,93.6,Pass,None,No
WHRM-00675,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,3.5,3.38,84.6,Pass,None,No
WHRM-00676,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,1.4,4.46,86.1,Pass,None,No
WHRM-00677,2026-07-08,Line B,Evening,TS-02,FW-SIM-0.2,4.36,3.14,93.6,Pass,None,No
WHRM-00678,2026-07-08,Line C,Evening,TS-03,FW-SIM-0.2,0.55,4.7,87.3,Pass,None,No
WHRM-00679,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,2.46,4.22,88.8,Pass,None,No
WHRM-00680,2026-07-08,Line C,Day,TS-01,FW-SIM-0.2,1.27,4.68,99.3,Pass,None,No
WHRM-00681,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,2.42,5.05,88.4,Fail,Slow response time,Yes
WHRM-00682,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,3.52,4.64,99.3,Pass,None,No
WHRM-00683,2026-07-08,Line C,Day,TS-02,FW-SIM-0.2,3.09,4.53,89.9,Pass,None,No
WHRM-00684,2026-07-08,Line C,Evening,TS-01,FW-SIM-0.2,2.25,5.22,85.2,Fail,Slow response time,Yes
WHRM-00685,2026-07-08,Line A,Day,TS-02,FW-SIM-0.2,0.75,3.77,100.0,Pass,None,No
WHRM-00686,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,3.87,4.1,95.6,Pass,None,No
WHRM-00687,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,1.33,3.81,92.0,Pass,None,No
WHRM-00688,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,2.24,5.46,87.6,Fail,Slow response time,Yes
WHRM-00689,2026-07-08,Line C,Evening,TS-01,FW-SIM-0.2,1.77,4.82,91.2,Pass,None,No
WHRM-00690,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,4.57,4.49,86.4,Pass,None,No
WHRM-00691,2026-07-08,Line C,Day,TS-01,FW-SIM-0.2,2.38,4.27,86.6,Pass,None,No
WHRM-00692,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,0.69,3.66,84.9,Pass,None,No
WHRM-00693,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,0.8,5.15,92.4,Fail,Slow response time,Yes
WHRM-00694,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,1.78,4.72,87.8,Pass,None,No
WHRM-00695,2026-07-08,Line B,Day,TS-02,FW-SIM-0.2,4.16,4.53,91.4,Pass,None,No
WHRM-00696,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,1.78,5.72,92.7,Fail,Slow response time,Yes
WHRM-00697,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,2.01,4.05,89.5,Pass,None,No
WHRM-00698,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,2.96,5.2,94.8,Fail,Slow response time,Yes
WHRM-00699,2026-07-08,Line A,Evening,TS-02,FW-SIM-0.2,4.09,4.0,95.8,Pass,None,No
WHRM-00700,2026-07-08,Line A,Day,TS-02,FW-SIM-0.2,1.77,4.57,87.7,Pass,None,No
WHRM-00701,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,1.46,4.67,86.8,Pass,None,No
WHRM-00702,2026-07-08,Line A,Evening,TS-02,FW-SIM-0.2,2.12,3.4,82.6,Pass,None,No
WHRM-00703,2026-07-08,Line B,Evening,TS-01,FW-SIM-0.2,3.12,5.08,88.5,Fail,Slow response time,Yes
WHRM-00704,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,3.65,3.65,86.4,Pass,None,No
WHRM-00705,2026-07-08,Line A,Evening,TS-01,FW-SIM-0.2,3.87,3.46,87.0,Pass,None,No
WHRM-00706,2026-07-08,Line C,Day,TS-03,FW-SIM-0.2,0.75,4.31,84.7,Pass,None,No
WHRM-00707,2026-07-08,Line A,Day,TS-03,FW-SIM-0.2,0.43,3.66,90.0,Pass,None,No
WHRM-00708,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,3.92,3.7,93.2,Pass,None,No
WHRM-00709,2026-07-08,Line A,Day,TS-01,FW-SIM-0.2,1.1,4.38,100.0,Pass,None,No
WHRM-00710,2026-07-08,Line B,Day,TS-03,FW-SIM-0.2,3.77,4.49,77.3,Fail,Low signal quality,Yes
WHRM-00711,2026-07-08,Line B,Day,TS-01,FW-SIM-0.2,2.43,3.45,94.7,Pass,None,No
WHRM-00712,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,1.16,4.23,90.0,Pass,None,No
WHRM-00713,2026-07-09,Line C,Evening,TS-02,FW-SIM-0.2,2.35,4.04,100.0,Pass,None,No
WHRM-00714,2026-07-09,Line B,Day,TS-03,FW-SIM-0.2,1.3,3.42,74.0,Fail,Cosmetic defect,Yes
WHRM-00715,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,0.1,4.61,89.5,Pass,None,No
WHRM-00716,2026-07-09,Line C,Day,TS-03,FW-SIM-0.2,1.34,4.3,99.3,Pass,None,No
WHRM-00717,2026-07-09,Line B,Day,TS-03,FW-SIM-0.2,1.46,4.92,86.6,Pass,None,No
WHRM-00718,2026-07-09,Line B,Evening,TS-01,FW-SIM-0.2,4.21,4.02,93.3,Fail,Cosmetic defect,No
WHRM-00719,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,1.96,4.51,93.4,Pass,None,No
WHRM-00720,2026-07-09,Line B,Evening,TS-03,FW-SIM-0.2,2.85,3.71,86.5,Pass,None,No
WHRM-00721,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,3.21,4.16,95.3,Pass,None,No
WHRM-00722,2026-07-09,Line A,Evening,TS-03,FW-SIM-0.2,1.76,4.17,90.8,Pass,None,No
WHRM-00723,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,3.03,3.59,97.2,Pass,None,No
WHRM-00724,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,1.54,4.16,99.9,Pass,None,No
WHRM-00725,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,2.03,4.12,99.7,Pass,None,No
WHRM-00726,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,1.18,4.61,83.3,Pass,None,No
WHRM-00727,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,2.91,4.36,88.3,Pass,None,No
WHRM-00728,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,3.1,4.16,81.1,Fail,Low signal quality,Yes
WHRM-00729,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,2.75,3.97,95.6,Pass,None,No
WHRM-00730,2026-07-09,Line B,Day,TS-03,FW-SIM-0.2,5.14,4.4,89.1,Fail,High heart-rate error,Yes
WHRM-00731,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,0.36,3.69,94.5,Pass,None,No
WHRM-00732,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,3.39,2.8,93.6,Pass,None,No
WHRM-00733,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,2.07,4.16,92.0,Pass,None,No
WHRM-00734,2026-07-09,Line A,Evening,TS-02,FW-SIM-0.2,2.3,2.64,90.7,Pass,None,No
WHRM-00735,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,2.16,4.41,82.0,Pass,None,No
WHRM-00736,2026-07-09,Line B,Evening,TS-01,FW-SIM-0.2,3.13,4.64,89.1,Pass,None,No
WHRM-00737,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,3.1,4.95,94.5,Pass,None,No
WHRM-00738,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,2.78,4.45,93.2,Pass,None,No
WHRM-00739,2026-07-09,Line C,Day,TS-01,FW-SIM-0.2,1.82,4.55,88.6,Pass,None,No
WHRM-00740,2026-07-09,Line A,Evening,TS-03,FW-SIM-0.2,4.64,5.02,94.5,Fail,Slow response time,Yes
WHRM-00741,2026-07-09,Line C,Day,TS-02,FW-SIM-0.2,1.77,3.96,92.1,Fail,Assembly defect,Yes
WHRM-00742,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,2.06,4.85,100.0,Pass,None,No
WHRM-00743,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,4.25,3.61,90.8,Pass,None,No
WHRM-00744,2026-07-09,Line C,Evening,TS-03,FW-SIM-0.2,0.1,3.74,94.1,Pass,None,No
WHRM-00745,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,3.6,4.63,94.6,Pass,None,No
WHRM-00746,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,2.3,5.46,82.6,Fail,Slow response time,Yes
WHRM-00747,2026-07-09,Line C,Evening,TS-03,FW-SIM-0.2,2.76,3.72,85.8,Pass,None,No
WHRM-00748,2026-07-09,Line C,Evening,TS-03,FW-SIM-0.2,1.48,4.58,81.9,Fail,Low signal quality,Yes
WHRM-00749,2026-07-09,Line C,Evening,TS-02,FW-SIM-0.2,2.98,4.23,83.3,Pass,None,No
WHRM-00750,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,3.61,4.73,92.2,Pass,None,No
WHRM-00751,2026-07-09,Line B,Day,TS-03,FW-SIM-0.2,2.58,4.14,89.4,Pass,None,No
WHRM-00752,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,1.38,4.77,88.4,Pass,None,No
WHRM-00753,2026-07-09,Line B,Evening,TS-01,FW-SIM-0.2,5.34,3.17,90.9,Fail,High heart-rate error,Yes
WHRM-00754,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,0.45,5.05,94.9,Fail,Slow response time,Yes
WHRM-00755,2026-07-09,Line C,Day,TS-03,FW-SIM-0.2,0.57,3.13,90.9,Pass,None,No
WHRM-00756,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,1.35,4.05,100.0,Pass,None,No
WHRM-00757,2026-07-09,Line B,Day,TS-03,FW-SIM-0.2,3.84,5.18,93.3,Fail,Slow response time,Yes
WHRM-00758,2026-07-09,Line C,Evening,TS-02,FW-SIM-0.2,1.22,4.93,89.3,Pass,None,No
WHRM-00759,2026-07-09,Line C,Evening,TS-01,FW-SIM-0.2,4.64,4.55,95.2,Pass,None,No
WHRM-00760,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,3.05,4.47,84.8,Pass,None,No
WHRM-00761,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,1.39,4.3,97.9,Pass,None,No
WHRM-00762,2026-07-09,Line B,Evening,TS-01,FW-SIM-0.2,3.26,3.79,91.1,Pass,None,No
WHRM-00763,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,3.97,5.57,91.0,Fail,Slow response time,Yes
WHRM-00764,2026-07-09,Line C,Day,TS-01,FW-SIM-0.2,1.39,3.98,99.0,Pass,None,No
WHRM-00765,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,2.31,5.09,92.6,Fail,Slow response time,No
WHRM-00766,2026-07-09,Line A,Evening,TS-01,FW-SIM-0.2,3.12,3.62,87.4,Pass,None,No
WHRM-00767,2026-07-09,Line B,Evening,TS-02,FW-SIM-0.2,4.8,4.07,100.0,Pass,None,No
WHRM-00768,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,3.02,4.48,96.0,Pass,None,No
WHRM-00769,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,3.91,4.81,84.2,Pass,None,No
WHRM-00770,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,1.24,4.34,85.7,Pass,None,No
WHRM-00771,2026-07-09,Line C,Day,TS-02,FW-SIM-0.2,1.17,4.95,85.1,Pass,None,No
WHRM-00772,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,3.36,5.0,83.5,Fail,Slow response time,Yes
WHRM-00773,2026-07-09,Line A,Evening,TS-03,FW-SIM-0.2,0.71,4.29,86.2,Pass,None,No
WHRM-00774,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,3.33,4.9,93.0,Pass,None,No
WHRM-00775,2026-07-09,Line A,Evening,TS-02,FW-SIM-0.2,1.49,4.81,83.2,Pass,None,No
WHRM-00776,2026-07-09,Line C,Evening,TS-03,FW-SIM-0.2,3.28,4.65,89.1,Pass,None,No
WHRM-00777,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,4.26,3.2,88.3,Pass,None,No
WHRM-00778,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,4.76,4.24,91.2,Pass,None,No
WHRM-00779,2026-07-09,Line C,Day,TS-03,FW-SIM-0.2,3.61,4.09,90.4,Pass,None,No
WHRM-00780,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,2.28,4.48,93.3,Pass,None,No
WHRM-00781,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,1.84,4.24,87.4,Pass,None,No
WHRM-00782,2026-07-09,Line A,Day,TS-03,FW-SIM-0.2,0.1,4.77,90.7,Pass,None,No
WHRM-00783,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,1.89,4.15,90.9,Pass,None,No
WHRM-00784,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,3.75,4.68,95.7,Pass,None,No
WHRM-00785,2026-07-09,Line C,Day,TS-01,FW-SIM-0.2,0.43,4.21,88.2,Pass,None,No
WHRM-00786,2026-07-09,Line A,Evening,TS-02,FW-SIM-0.2,2.78,3.53,87.8,Pass,None,No
WHRM-00787,2026-07-09,Line B,Evening,TS-03,FW-SIM-0.2,3.29,4.01,94.4,Pass,None,No
WHRM-00788,2026-07-09,Line C,Evening,TS-02,FW-SIM-0.2,1.41,3.95,87.3,Pass,None,No
WHRM-00789,2026-07-09,Line A,Evening,TS-03,FW-SIM-0.2,0.83,4.07,86.7,Pass,None,No
WHRM-00790,2026-07-09,Line A,Day,TS-01,FW-SIM-0.2,0.75,4.54,82.1,Pass,None,No
WHRM-00791,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,1.79,3.16,98.6,Pass,None,No
WHRM-00792,2026-07-09,Line B,Day,TS-01,FW-SIM-0.2,3.24,4.48,85.2,Pass,None,No
WHRM-00793,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,1.92,4.52,95.2,Pass,None,No
WHRM-00794,2026-07-09,Line A,Day,TS-02,FW-SIM-0.2,2.55,3.82,99.6,Pass,None,No
WHRM-00795,2026-07-09,Line B,Day,TS-02,FW-SIM-0.2,2.19,4.4,89.0,Pass,None,No
